U+21C6 	LEFTWARDS ARROW OVER RIGHTWARDS ARROW (U+21C6) 	⇆ 	arial_unicode_ms
U+21C7 	LEFTWARDS PAIRED ARROWS (U+21C7) 	⇇ 	arial_unicode_ms
U+21C8 	UPWARDS PAIRED ARROWS (U+21C8) 	⇈ 	arial_unicode_ms
U+21C9 	RIGHTWARDS PAIRED ARROWS (U+21C9) 	⇉ 	arial_unicode_ms
U+21CA 	DOWNWARDS PAIRED ARROWS (U+21CA) 	⇊ 	arial_unicode_ms
U+21CB 	LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON (U+21CB) 	⇋ 	arial_unicode_ms
U+21CC 	RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON (U+21CC) 	⇌ 	arial_unicode_ms
U+21CD 	LEFTWARDS DOUBLE ARROW WITH STROKE (U+21CD) 	⇍ 	arial_unicode_ms
U+21CE 	LEFT RIGHT DOUBLE ARROW WITH STROKE (U+21CE) 	⇎ 	arial_unicode_ms
U+21CF 	RIGHTWARDS DOUBLE ARROW WITH STROKE (U+21CF) 	⇏ 	arial_unicode_ms
U+21D0 	LEFTWARDS DOUBLE ARROW (U+21D0) 	⇐ 	arial_unicode_ms
U+21D1 	UPWARDS DOUBLE ARROW (U+21D1) 	⇑ 	arial_unicode_ms
U+21D2 	RIGHTWARDS DOUBLE ARROW (U+21D2) 	⇒ 	arial_unicode_ms
U+21D3 	DOWNWARDS DOUBLE ARROW (U+21D3) 	⇓ 	arial_unicode_ms
U+21D4 	LEFT RIGHT DOUBLE ARROW (U+21D4) 	⇔ 	arial_unicode_ms
U+21D5 	UP DOWN DOUBLE ARROW (U+21D5) 	⇕ 	arial_unicode_ms
U+21D6 	NORTH WEST DOUBLE ARROW (U+21D6) 	⇖ 	arial_unicode_ms
U+21D7 	NORTH EAST DOUBLE ARROW (U+21D7) 	⇗ 	arial_unicode_ms
U+21D8 	SOUTH EAST DOUBLE ARROW (U+21D8) 	⇘ 	arial_unicode_ms
U+21D9 	SOUTH WEST DOUBLE ARROW (U+21D9) 	⇙ 	arial_unicode_ms
U+21DA 	LEFTWARDS TRIPLE ARROW (U+21DA) 	⇚ 	arial_unicode_ms
U+21DB 	RIGHTWARDS TRIPLE ARROW (U+21DB) 	⇛ 	arial_unicode_ms
U+21DC 	LEFTWARDS SQUIGGLE ARROW (U+21DC) 	⇜ 	arial_unicode_ms
U+21DD 	RIGHTWARDS SQUIGGLE ARROW (U+21DD) 	⇝ 	arial_unicode_ms
U+21DE 	UPWARDS ARROW WITH DOUBLE STROKE (U+21DE) 	⇞ 	arial_unicode_ms
U+21DF 	DOWNWARDS ARROW WITH DOUBLE STROKE (U+21DF) 	⇟ 	arial_unicode_ms
U+21E0 	LEFTWARDS DASHED ARROW (U+21E0) 	⇠ 	arial_unicode_ms
U+21E1 	UPWARDS DASHED ARROW (U+21E1) 	⇡ 	arial_unicode_ms
U+21E2 	RIGHTWARDS DASHED ARROW (U+21E2) 	⇢ 	arial_unicode_ms
U+21E3 	DOWNWARDS DASHED ARROW (U+21E3) 	⇣ 	arial_unicode_ms
U+21E4 	LEFTWARDS ARROW TO BAR (U+21E4) 	⇤ 	arial_unicode_ms
U+21E5 	RIGHTWARDS ARROW TO BAR (U+21E5) 	⇥ 	arial_unicode_ms
U+21E6 	LEFTWARDS WHITE ARROW (U+21E6) 	⇦ 	arial_unicode_ms
U+21E7 	UPWARDS WHITE ARROW (U+21E7) 	⇧ 	arial_unicode_ms
U+21E8 	RIGHTWARDS WHITE ARROW (U+21E8) 	⇨ 	arial_unicode_ms
U+21E9 	DOWNWARDS WHITE ARROW (U+21E9) 	⇩ 	arial_unicode_ms
U+21EA 	UPWARDS WHITE ARROW FROM BAR (U+21EA) 	⇪ 	arial_unicode_ms
U+21EB 	UPWARDS WHITE ARROW ON PEDESTAL (U+21EB) 	⇫ 	code2000
U+21EC 	UPWARDS WHITE ARROW ON PEDESTAL WITH HORIZONTAL BAR (U+21EC) 	⇬ 	code2000
U+21ED 	UPWARDS WHITE ARROW ON PEDESTAL WITH VERTICAL BAR (U+21ED) 	⇭ 	code2000
U+21EE 	UPWARDS WHITE DOUBLE ARROW (U+21EE) 	⇮ 	code2000
U+21EF 	UPWARDS WHITE DOUBLE ARROW ON PEDESTAL (U+21EF) 	⇯ 	code2000
U+21F0 	RIGHTWARDS WHITE ARROW FROM WALL (U+21F0) 	⇰ 	code2000
U+21F1 	NORTH WEST ARROW TO CORNER (U+21F1) 	⇱ 	code2000
U+21F2 	SOUTH EAST ARROW TO CORNER (U+21F2) 	⇲ 	code2000
U+21F3 	UP DOWN WHITE ARROW (U+21F3) 	⇳ 	code2000
U+21F4 	RIGHT ARROW WITH SMALL CIRCLE (U+21F4) 	⇴ 	code2000
U+21F5 	DOWNWARDS ARROW LEFTWARDS OF UPWARDS ARROW (U+21F5) 	⇵ 	code2000
U+21F6 	THREE RIGHTWARDS ARROWS (U+21F6) 	⇶ 	code2000
U+21F7 	LEFTWARDS ARROW WITH VERTICAL STROKE (U+21F7) 	⇷ 	code2000
U+21F8 	RIGHTWARDS ARROW WITH VERTICAL STROKE (U+21F8) 	⇸ 	code2000
U+21F9 	LEFT RIGHT ARROW WITH VERTICAL STROKE (U+21F9) 	⇹ 	code2000
U+21FA 	LEFTWARDS ARROW WITH DOUBLE VERTICAL STROKE (U+21FA) 	⇺ 	code2000
U+21FB 	RIGHTWARDS ARROW WITH DOUBLE VERTICAL STROKE (U+21FB) 	⇻ 	code2000
U+21FC 	LEFT RIGHT ARROW WITH DOUBLE VERTICAL STROKE (U+21FC) 	⇼ 	code2000
U+21FD 	LEFTWARDS OPEN-HEADED ARROW (U+21FD) 	⇽ 	code2000
U+21FE 	RIGHTWARDS OPEN-HEADED ARROW (U+21FE) 	⇾ 	code2000
U+21FF 	LEFT RIGHT OPEN-HEADED ARROW (U+21FF) 	⇿ 	code2000
